Process A,Process B,Annotation
startPE,tastq_to_bam_HISAT,SS
startPE,samtools_bam,D
startPE,hisat2,D
startPE,sort_bams,D
startPE,compare_reference_stringtie,D
startPE,map,SS
startPE,bamindex,SS
startPE,expressbam,D
startPE,sortedbam_to_rmdup,D
startPE,sortbam,D
startPE,fetch_unique_stringtie,D
startPE,starindex,D
startPE,starSE,SS
startPE,sort_index_bams,D
startPE,RNA_SeqC,D
startPE,pass2,S
startPE,Process B,D
startPE,Annotation,D
startPE,mark_dups,D
startPE,samtools_flagstat,D
startPE,picard_rna_seq,D
startPE,sampleReads,D
startPE,cutadapt 2,D
startPE,trim_galore_pe,D
startPE,trimgalorePE,D
startPE,cutadapt,D
startPE,trimgaloreSE,D
startPE,fastp_trimming_SE,D
startPE,fastp_trimming_PE,D
startPE,merge_trimmed_PE,D
startPE,merge_trimmed_SE,D
startPE,DRIMSeq,D
startPE,edgeR,D
startPE,rsem_norm,D
startPE,feature_counts,D
startPE,salmon_quant_se,D
startPE,salmonSE,D
startPE,salmon_quant_pe,D
startPE,salmonPE,D
startPE,salmon_index_extended,D
startPE,counts_matrix,D
startPE,samlon_quant,D
startPE,featureCounts 2,D
startPE,salmon_quant,D
startPE,salmon_index,D
startPE,featureCounts,D
startPE,sortedbam_to_counts,D
startPE,tximeta,D
startPE,kallistoQuant,D
startPE,bigwig,D
startPE,fastqScreen,D
startPE,multiqc 2,D
startPE,fastqc 5,D
startPE,fastqc 4,D
startPE,multiqc 3,D
startPE,fastqc,D
startPE,run_multiqc,D
startPE,MultiQC,D
startPE,fastqctrimmed,D
startPE,fastqc_trimmed,D
startPE,trim_fasq_fastqc,D
startPE,fastqc 3,D
startPE,fastQCtrimmed 2,D
startPE,fastqc 2,D
startPE,fastqcrim,D
startPE,fastqc 6,D
expressbam,run_star_pe,D
expressbam,generate_genome_star_index,D
expressbam,run_star_se,D
expressbam,pass1,D
expressbam,star_genome,D
expressbam,tastq_to_bam_HISAT,D
expressbam,samtools_bam,D
expressbam,hisat2,D
expressbam,sort_bams,D
expressbam,compare_reference_stringtie,D
expressbam,map,D
expressbam,bamindex,SS
expressbam,startPE,D
expressbam,sortedbam_to_rmdup,D
expressbam,sortbam,D
expressbam,fetch_unique_stringtie,D
expressbam,starindex,D
expressbam,starSE,D
expressbam,sort_index_bams,D
expressbam,RNA_SeqC,D
expressbam,pass2,D
expressbam,Process B,D
expressbam,Annotation,D
expressbam,mark_dups,D
expressbam,samtools_flagstat,D
expressbam,picard_rna_seq,D
expressbam,sampleReads,D
expressbam,cutadapt 2,D
expressbam,trim_galore_pe,D
expressbam,trimgalorePE,D
expressbam,cutadapt,D
expressbam,trimgaloreSE,D
expressbam,fastp_trimming_SE,D
expressbam,fastp_trimming_PE,D
expressbam,merge_trimmed_PE,D
expressbam,merge_trimmed_SE,D
expressbam,DRIMSeq,D
expressbam,edgeR,D
expressbam,rsem_norm,D
expressbam,feature_counts,D
expressbam,salmon_quant_se,D
expressbam,salmonSE,D
expressbam,salmon_quant_pe,D
expressbam,salmonPE,D
expressbam,salmon_index_extended,D
expressbam,counts_matrix,D
expressbam,samlon_quant,D
expressbam,featureCounts 2,D
expressbam,salmon_quant,D
expressbam,salmon_index,D
expressbam,featureCounts,D
expressbam,sortedbam_to_counts,D
expressbam,tximeta,D
expressbam,kallistoQuant,D
expressbam,bigwig,D
expressbam,fastqScreen,D
expressbam,multiqc 2,D
expressbam,fastqc 5,D
expressbam,fastqc 4,D
expressbam,multiqc 3,D
expressbam,fastqc,D
expressbam,run_multiqc,D
expressbam,MultiQC,D
expressbam,fastqctrimmed,D
expressbam,fastqc_trimmed,D
expressbam,trim_fasq_fastqc,D
expressbam,fastqc 3,D
expressbam,fastQCtrimmed 2,D
expressbam,fastqc 2,D
expressbam,fastqcrim,D
expressbam,fastqc 6,D
sortedbam_to_rmdup,run_star_pe,D
sortedbam_to_rmdup,generate_genome_star_index,D
sortedbam_to_rmdup,run_star_se,D
sortedbam_to_rmdup,pass1,D
sortedbam_to_rmdup,star_genome,D
sortedbam_to_rmdup,tastq_to_bam_HISAT,D
sortedbam_to_rmdup,samtools_bam,D
sortedbam_to_rmdup,hisat2,D
sortedbam_to_rmdup,sort_bams,D
sortedbam_to_rmdup,compare_reference_stringtie,D
sortedbam_to_rmdup,map,D
sortedbam_to_rmdup,bamindex,D
sortedbam_to_rmdup,startPE,D
sortedbam_to_rmdup,expressbam,D
sortedbam_to_rmdup,sortbam,D
sortedbam_to_rmdup,fetch_unique_stringtie,D
sortedbam_to_rmdup,starindex,D
sortedbam_to_rmdup,starSE,D
sortedbam_to_rmdup,sort_index_bams,D
sortedbam_to_rmdup,RNA_SeqC,D
sortedbam_to_rmdup,pass2,D
sortedbam_to_rmdup,Process B,D
sortedbam_to_rmdup,Annotation,D
sortedbam_to_rmdup,mark_dups,D
sortedbam_to_rmdup,samtools_flagstat,D
sortedbam_to_rmdup,picard_rna_seq,D
sortedbam_to_rmdup,sampleReads,D
sortedbam_to_rmdup,cutadapt 2,D
sortedbam_to_rmdup,trim_galore_pe,D
sortedbam_to_rmdup,trimgalorePE,D
sortedbam_to_rmdup,cutadapt,D
sortedbam_to_rmdup,trimgaloreSE,D
sortedbam_to_rmdup,fastp_trimming_SE,D
sortedbam_to_rmdup,fastp_trimming_PE,D
sortedbam_to_rmdup,merge_trimmed_PE,D
sortedbam_to_rmdup,merge_trimmed_SE,D
sortedbam_to_rmdup,DRIMSeq,D
sortedbam_to_rmdup,edgeR,D
sortedbam_to_rmdup,rsem_norm,D
sortedbam_to_rmdup,feature_counts,D
sortedbam_to_rmdup,salmon_quant_se,D
sortedbam_to_rmdup,salmonSE,D
sortedbam_to_rmdup,salmon_quant_pe,D
sortedbam_to_rmdup,salmonPE,D
sortedbam_to_rmdup,salmon_index_extended,D
sortedbam_to_rmdup,counts_matrix,D
sortedbam_to_rmdup,samlon_quant,D
sortedbam_to_rmdup,featureCounts 2,D
sortedbam_to_rmdup,salmon_quant,D
sortedbam_to_rmdup,salmon_index,D
sortedbam_to_rmdup,featureCounts,D
sortedbam_to_rmdup,sortedbam_to_counts,D
sortedbam_to_rmdup,tximeta,D
sortedbam_to_rmdup,kallistoQuant,D
sortedbam_to_rmdup,bigwig,D
sortedbam_to_rmdup,fastqScreen,D
sortedbam_to_rmdup,multiqc 2,D
sortedbam_to_rmdup,fastqc 5,D
sortedbam_to_rmdup,fastqc 4,D
sortedbam_to_rmdup,multiqc 3,D
sortedbam_to_rmdup,fastqc,D
sortedbam_to_rmdup,run_multiqc,D
sortedbam_to_rmdup,MultiQC,D
sortedbam_to_rmdup,fastqctrimmed,D
sortedbam_to_rmdup,fastqc_trimmed,D
sortedbam_to_rmdup,trim_fasq_fastqc,D
sortedbam_to_rmdup,fastqc 3,D
sortedbam_to_rmdup,fastQCtrimmed 2,D
sortedbam_to_rmdup,fastqc 2,D
sortedbam_to_rmdup,fastqcrim,D
sortedbam_to_rmdup,fastqc 6,D
sortbam,run_star_pe,D
sortbam,generate_genome_star_index,D
sortbam,run_star_se,D
sortbam,pass1,D
sortbam,star_genome,D
sortbam,tastq_to_bam_HISAT,D
sortbam,samtools_bam,D
sortbam,hisat2,D
sortbam,sort_bams,VS
sortbam,compare_reference_stringtie,D
sortbam,map,D
sortbam,bamindex,D
sortbam,startPE,D
sortbam,expressbam,D
sortbam,sortedbam_to_rmdup,D
sortbam,fetch_unique_stringtie,D
sortbam,starindex,D
sortbam,starSE,D
sortbam,sort_index_bams,S
sortbam,RNA_SeqC,D
sortbam,pass2,D
sortbam,Process B,D
sortbam,Annotation,D
sortbam,mark_dups,D
sortbam,samtools_flagstat,D
sortbam,picard_rna_seq,D
sortbam,sampleReads,D
sortbam,cutadapt 2,D
sortbam,trim_galore_pe,D
sortbam,trimgalorePE,D
sortbam,cutadapt,D
sortbam,trimgaloreSE,D
sortbam,fastp_trimming_SE,D
sortbam,fastp_trimming_PE,D
sortbam,merge_trimmed_PE,D
sortbam,merge_trimmed_SE,D
sortbam,DRIMSeq,D
sortbam,edgeR,D
sortbam,rsem_norm,D
sortbam,feature_counts,D
sortbam,salmon_quant_se,D
sortbam,salmonSE,D
sortbam,salmon_quant_pe,D
sortbam,salmonPE,D
sortbam,salmon_index_extended,D
sortbam,counts_matrix,D
sortbam,samlon_quant,D
sortbam,featureCounts 2,D
sortbam,salmon_quant,D
sortbam,salmon_index,D
sortbam,featureCounts,D
sortbam,sortedbam_to_counts,D
sortbam,tximeta,D
sortbam,kallistoQuant,D
sortbam,bigwig,D
sortbam,fastqScreen,D
sortbam,multiqc 2,D
sortbam,fastqc 5,D
sortbam,fastqc 4,D
sortbam,multiqc 3,D
sortbam,fastqc,D
sortbam,run_multiqc,D
sortbam,MultiQC,D
sortbam,fastqctrimmed,D
sortbam,fastqc_trimmed,D
sortbam,trim_fasq_fastqc,D
sortbam,fastqc 3,D
sortbam,fastQCtrimmed 2,D
sortbam,fastqc 2,D
sortbam,fastqcrim,D
sortbam,fastqc 6,D
fetch_unique_stringtie,run_star_pe,D
fetch_unique_stringtie,generate_genome_star_index,D
fetch_unique_stringtie,run_star_se,D
fetch_unique_stringtie,pass1,D
fetch_unique_stringtie,star_genome,D
fetch_unique_stringtie,tastq_to_bam_HISAT,D
fetch_unique_stringtie,samtools_bam,D
fetch_unique_stringtie,hisat2,D
fetch_unique_stringtie,sort_bams,D
fetch_unique_stringtie,compare_reference_stringtie,D
fetch_unique_stringtie,map,D
fetch_unique_stringtie,bamindex,D
fetch_unique_stringtie,startPE,D
fetch_unique_stringtie,expressbam,D
fetch_unique_stringtie,sortedbam_to_rmdup,D
fetch_unique_stringtie,sortbam,D
fetch_unique_stringtie,starindex,D
fetch_unique_stringtie,starSE,D
fetch_unique_stringtie,sort_index_bams,D
fetch_unique_stringtie,RNA_SeqC,D
fetch_unique_stringtie,pass2,D
fetch_unique_stringtie,Process B,D
fetch_unique_stringtie,Annotation,D
fetch_unique_stringtie,mark_dups,D
fetch_unique_stringtie,samtools_flagstat,D
fetch_unique_stringtie,picard_rna_seq,D
fetch_unique_stringtie,sampleReads,D
fetch_unique_stringtie,cutadapt 2,D
fetch_unique_stringtie,trim_galore_pe,D
fetch_unique_stringtie,trimgalorePE,D
fetch_unique_stringtie,cutadapt,D
fetch_unique_stringtie,trimgaloreSE,D
fetch_unique_stringtie,fastp_trimming_SE,D
fetch_unique_stringtie,fastp_trimming_PE,D
fetch_unique_stringtie,merge_trimmed_PE,D
fetch_unique_stringtie,merge_trimmed_SE,D
fetch_unique_stringtie,DRIMSeq,D
fetch_unique_stringtie,edgeR,D
fetch_unique_stringtie,rsem_norm,D
fetch_unique_stringtie,feature_counts,D
fetch_unique_stringtie,salmon_quant_se,D
fetch_unique_stringtie,salmonSE,D
fetch_unique_stringtie,salmon_quant_pe,D
fetch_unique_stringtie,salmonPE,D
fetch_unique_stringtie,salmon_index_extended,D
fetch_unique_stringtie,counts_matrix,D
fetch_unique_stringtie,samlon_quant,D
fetch_unique_stringtie,featureCounts 2,D
fetch_unique_stringtie,salmon_quant,D
fetch_unique_stringtie,salmon_index,D
fetch_unique_stringtie,featureCounts,D
fetch_unique_stringtie,sortedbam_to_counts,D
fetch_unique_stringtie,tximeta,D
fetch_unique_stringtie,kallistoQuant,D
fetch_unique_stringtie,bigwig,D
fetch_unique_stringtie,fastqScreen,D
fetch_unique_stringtie,multiqc 2,D
fetch_unique_stringtie,fastqc 5,D
fetch_unique_stringtie,fastqc 4,D
fetch_unique_stringtie,multiqc 3,D
fetch_unique_stringtie,fastqc,D
fetch_unique_stringtie,run_multiqc,D
fetch_unique_stringtie,MultiQC,D
fetch_unique_stringtie,fastqctrimmed,D
fetch_unique_stringtie,fastqc_trimmed,D
fetch_unique_stringtie,trim_fasq_fastqc,D
fetch_unique_stringtie,fastqc 3,D
fetch_unique_stringtie,fastQCtrimmed 2,D
fetch_unique_stringtie,fastqc 2,D
fetch_unique_stringtie,fastqcrim,D
fetch_unique_stringtie,fastqc 6,D
starindex,run_star_pe,SS
starindex,generate_genome_star_index,D
starindex,run_star_se,D
starindex,pass1,D
starindex,star_genome,D
starindex,tastq_to_bam_HISAT,D
starindex,samtools_bam,D
starindex,hisat2,D
starindex,sort_bams,D
starindex,compare_reference_stringtie,D
starindex,map,D
starindex,bamindex,D
starindex,startPE,D
starindex,expressbam,D
starindex,sortedbam_to_rmdup,D
starindex,sortbam,D
starindex,fetch_unique_stringtie,D
starindex,starSE,D
starindex,sort_index_bams,D
starindex,RNA_SeqC,D
starindex,pass2,D
starindex,Process B,D
starindex,Annotation,D
starindex,mark_dups,D
starindex,samtools_flagstat,D
starindex,picard_rna_seq,D
starindex,sampleReads,D
starindex,cutadapt 2,D
starindex,trim_galore_pe,D
starindex,trimgalorePE,D
starindex,cutadapt,D
starindex,trimgaloreSE,D
starindex,fastp_trimming_SE,D
starindex,fastp_trimming_PE,D
starindex,merge_trimmed_PE,D
starindex,merge_trimmed_SE,D
starindex,DRIMSeq,D
starindex,edgeR,D
starindex,rsem_norm,D
starindex,feature_counts,D
starindex,salmon_quant_se,D
starindex,salmonSE,D
starindex,salmon_quant_pe,D
starindex,salmonPE,D
starindex,salmon_index_extended,D
starindex,counts_matrix,D
starindex,samlon_quant,D
starindex,featureCounts 2,D
starindex,salmon_quant,D
starindex,salmon_index,D
starindex,featureCounts,D
starindex,sortedbam_to_counts,D
starindex,tximeta,D
starindex,kallistoQuant,D
starindex,bigwig,D
starindex,fastqScreen,D
starindex,multiqc 2,D
starindex,fastqc 5,D
starindex,fastqc 4,D
starindex,multiqc 3,D
starindex,fastqc,D
starindex,run_multiqc,D
starindex,MultiQC,D
starindex,fastqctrimmed,D
starindex,fastqc_trimmed,D
starindex,trim_fasq_fastqc,D
starindex,fastqc 3,D
starindex,fastQCtrimmed 2,D
starindex,fastqc 2,D
starindex,fastqcrim,D
starindex,fastqc 6,D
starSE,run_star_pe,SS
starSE,generate_genome_star_index,D
starSE,run_star_se,S
starSE,pass1,SS
starSE,star_genome,D
starSE,tastq_to_bam_HISAT,SS
starSE,samtools_bam,D
starSE,hisat2,D
starSE,sort_bams,D
starSE,compare_reference_stringtie,D
starSE,map,S
starSE,bamindex,D
starSE,startPE,SS
starSE,expressbam,D
starSE,sortedbam_to_rmdup,D
starSE,sortbam,D
starSE,fetch_unique_stringtie,D
starSE,starindex,D
starSE,sort_index_bams,D
starSE,RNA_SeqC,D
starSE,pass2,SS
starSE,Process B,D
starSE,Annotation,D
starSE,mark_dups,D
starSE,samtools_flagstat,D
starSE,picard_rna_seq,D
starSE,sampleReads,D
starSE,cutadapt 2,D
starSE,trim_galore_pe,D
starSE,trimgalorePE,D
starSE,cutadapt,D
starSE,trimgaloreSE,D
starSE,fastp_trimming_SE,D
starSE,fastp_trimming_PE,D
starSE,merge_trimmed_PE,D
starSE,merge_trimmed_SE,D
starSE,DRIMSeq,D
starSE,edgeR,D
starSE,rsem_norm,D
starSE,feature_counts,D
starSE,salmon_quant_se,D
starSE,salmonSE,D
starSE,salmon_quant_pe,D
starSE,salmonPE,D
starSE,salmon_index_extended,D
starSE,counts_matrix,D
starSE,samlon_quant,D
starSE,featureCounts 2,D
starSE,salmon_quant,D
starSE,salmon_index,D
starSE,featureCounts,D
starSE,sortedbam_to_counts,D
starSE,tximeta,D
starSE,kallistoQuant,D
starSE,bigwig,D
starSE,fastqScreen,D
starSE,multiqc 2,D
starSE,fastqc 5,D
starSE,fastqc 4,D
starSE,multiqc 3,D
starSE,fastqc,D
starSE,run_multiqc,D
starSE,MultiQC,D
starSE,fastqctrimmed,D
starSE,fastqc_trimmed,D
starSE,trim_fasq_fastqc,D
starSE,fastqc 3,D
starSE,fastQCtrimmed 2,D
starSE,fastqc 2,D
starSE,fastqcrim,D
starSE,fastqc 6,D
sort_index_bams,run_star_pe,D
sort_index_bams,generate_genome_star_index,D
sort_index_bams,run_star_se,D
sort_index_bams,pass1,D
sort_index_bams,star_genome,D
sort_index_bams,tastq_to_bam_HISAT,SS
sort_index_bams,samtools_bam,D
sort_index_bams,hisat2,D
sort_index_bams,sort_bams,S
sort_index_bams,compare_reference_stringtie,D
sort_index_bams,map,D
sort_index_bams,bamindex,D
sort_index_bams,startPE,D
sort_index_bams,expressbam,D
sort_index_bams,sortedbam_to_rmdup,D
sort_index_bams,sortbam,S
sort_index_bams,fetch_unique_stringtie,D
sort_index_bams,starindex,D
sort_index_bams,starSE,D
sort_index_bams,RNA_SeqC,D
sort_index_bams,pass2,D
sort_index_bams,Process B,D
sort_index_bams,Annotation,D
sort_index_bams,mark_dups,D
sort_index_bams,samtools_flagstat,D
sort_index_bams,picard_rna_seq,D
sort_index_bams,sampleReads,D
sort_index_bams,cutadapt 2,D
sort_index_bams,trim_galore_pe,D
sort_index_bams,trimgalorePE,D
sort_index_bams,cutadapt,D
sort_index_bams,trimgaloreSE,D
sort_index_bams,fastp_trimming_SE,D
sort_index_bams,fastp_trimming_PE,D
sort_index_bams,merge_trimmed_PE,D
sort_index_bams,merge_trimmed_SE,D
sort_index_bams,DRIMSeq,D
sort_index_bams,edgeR,D
sort_index_bams,rsem_norm,D
sort_index_bams,feature_counts,D
sort_index_bams,salmon_quant_se,D
sort_index_bams,salmonSE,D
sort_index_bams,salmon_quant_pe,D
sort_index_bams,salmonPE,D
sort_index_bams,salmon_index_extended,D
sort_index_bams,counts_matrix,D
sort_index_bams,samlon_quant,D
sort_index_bams,featureCounts 2,D
sort_index_bams,salmon_quant,D
sort_index_bams,salmon_index,D
sort_index_bams,featureCounts,D
sort_index_bams,sortedbam_to_counts,D
sort_index_bams,tximeta,D
sort_index_bams,kallistoQuant,D
sort_index_bams,bigwig,D
sort_index_bams,fastqScreen,D
sort_index_bams,multiqc 2,D
sort_index_bams,fastqc 5,D
sort_index_bams,fastqc 4,D
sort_index_bams,multiqc 3,D
sort_index_bams,fastqc,D
sort_index_bams,run_multiqc,D
sort_index_bams,MultiQC,D
sort_index_bams,fastqctrimmed,D
sort_index_bams,fastqc_trimmed,D
sort_index_bams,trim_fasq_fastqc,D
sort_index_bams,fastqc 3,D
sort_index_bams,fastQCtrimmed 2,D
sort_index_bams,fastqc 2,D
sort_index_bams,fastqcrim,D
sort_index_bams,fastqc 6,D
RNA_SeqC,run_star_pe,D
RNA_SeqC,generate_genome_star_index,D
RNA_SeqC,run_star_se,D
RNA_SeqC,pass1,D
RNA_SeqC,star_genome,D
RNA_SeqC,tastq_to_bam_HISAT,D
RNA_SeqC,samtools_bam,D
RNA_SeqC,hisat2,D
RNA_SeqC,sort_bams,D
RNA_SeqC,compare_reference_stringtie,D
RNA_SeqC,map,D
RNA_SeqC,bamindex,D
RNA_SeqC,startPE,D
RNA_SeqC,expressbam,D
RNA_SeqC,sortedbam_to_rmdup,D
RNA_SeqC,sortbam,D
RNA_SeqC,fetch_unique_stringtie,D
RNA_SeqC,starindex,D
RNA_SeqC,starSE,D
RNA_SeqC,sort_index_bams,D
RNA_SeqC,pass2,D
RNA_SeqC,Process B,D
RNA_SeqC,Annotation,D
RNA_SeqC,mark_dups,D
RNA_SeqC,samtools_flagstat,D
RNA_SeqC,picard_rna_seq,D
RNA_SeqC,sampleReads,D
RNA_SeqC,cutadapt 2,D
RNA_SeqC,trim_galore_pe,D
RNA_SeqC,trimgalorePE,D
RNA_SeqC,cutadapt,D
RNA_SeqC,trimgaloreSE,D
RNA_SeqC,fastp_trimming_SE,D
RNA_SeqC,fastp_trimming_PE,D
RNA_SeqC,merge_trimmed_PE,D
RNA_SeqC,merge_trimmed_SE,D
RNA_SeqC,DRIMSeq,D
RNA_SeqC,edgeR,D
RNA_SeqC,rsem_norm,D
RNA_SeqC,feature_counts,D
RNA_SeqC,salmon_quant_se,D
RNA_SeqC,salmonSE,D
RNA_SeqC,salmon_quant_pe,D
RNA_SeqC,salmonPE,D
RNA_SeqC,salmon_index_extended,D
RNA_SeqC,counts_matrix,D
RNA_SeqC,samlon_quant,D
RNA_SeqC,featureCounts 2,D
RNA_SeqC,salmon_quant,D
RNA_SeqC,salmon_index,D
RNA_SeqC,featureCounts,D
RNA_SeqC,sortedbam_to_counts,D
RNA_SeqC,tximeta,D
RNA_SeqC,kallistoQuant,D
RNA_SeqC,bigwig,D
RNA_SeqC,fastqScreen,D
RNA_SeqC,multiqc 2,D
RNA_SeqC,fastqc 5,D
RNA_SeqC,fastqc 4,D
RNA_SeqC,multiqc 3,D
RNA_SeqC,fastqc,D
RNA_SeqC,run_multiqc,D
RNA_SeqC,MultiQC,D
RNA_SeqC,fastqctrimmed,D
RNA_SeqC,fastqc_trimmed,D
RNA_SeqC,trim_fasq_fastqc,D
RNA_SeqC,fastqc 3,D
RNA_SeqC,fastQCtrimmed 2,D
RNA_SeqC,fastqc 2,D
RNA_SeqC,fastqcrim,D
RNA_SeqC,fastqc 6,D
pass2,run_star_pe,S
pass2,generate_genome_star_index,D
pass2,run_star_se,SS
pass2,pass1,S
pass2,star_genome,D
pass2,tastq_to_bam_HISAT,SS
pass2,samtools_bam,D
pass2,hisat2,D
pass2,sort_bams,D
pass2,compare_reference_stringtie,D
pass2,map,SS
pass2,bamindex,D
pass2,startPE,S
pass2,expressbam,D
pass2,sortedbam_to_rmdup,D
pass2,sortbam,D
pass2,fetch_unique_stringtie,D
pass2,starindex,D
pass2,starSE,SS
pass2,sort_index_bams,D
pass2,RNA_SeqC,D
pass2,Process B,D
pass2,Annotation,D
pass2,mark_dups,D
pass2,samtools_flagstat,D
pass2,picard_rna_seq,D
pass2,sampleReads,D
pass2,cutadapt 2,D
pass2,trim_galore_pe,D
pass2,trimgalorePE,D
pass2,cutadapt,D
pass2,trimgaloreSE,D
pass2,fastp_trimming_SE,D
pass2,fastp_trimming_PE,D
pass2,merge_trimmed_PE,D
pass2,merge_trimmed_SE,D
pass2,DRIMSeq,D
pass2,edgeR,D
pass2,rsem_norm,D
pass2,feature_counts,D
pass2,salmon_quant_se,D
pass2,salmonSE,D
pass2,salmon_quant_pe,D
pass2,salmonPE,D
pass2,salmon_index_extended,D
pass2,counts_matrix,D
pass2,samlon_quant,D
pass2,featureCounts 2,D
pass2,salmon_quant,D
pass2,salmon_index,D
pass2,featureCounts,D
pass2,sortedbam_to_counts,D
pass2,tximeta,D
pass2,kallistoQuant,D
pass2,bigwig,D
pass2,fastqScreen,D
pass2,multiqc 2,D
pass2,fastqc 5,D
pass2,fastqc 4,D
pass2,multiqc 3,D
pass2,fastqc,D
pass2,run_multiqc,D
pass2,MultiQC,D
pass2,fastqctrimmed,D
pass2,fastqc_trimmed,D
pass2,trim_fasq_fastqc,D
pass2,fastqc 3,D
pass2,fastQCtrimmed 2,D
pass2,fastqc 2,D
pass2,fastqcrim,D
pass2,fastqc 6,D
Process B,run_star_pe,D
Process B,generate_genome_star_index,D
Process B,run_star_se,D
Process B,pass1,D
Process B,star_genome,D
Process B,tastq_to_bam_HISAT,D
Process B,samtools_bam,D
Process B,hisat2,D
Process B,sort_bams,D
Process B,compare_reference_stringtie,D
Process B,map,D
Process B,bamindex,D
Process B,startPE,D
Process B,expressbam,D
Process B,sortedbam_to_rmdup,D
Process B,sortbam,D
Process B,fetch_unique_stringtie,D
Process B,starindex,D
Process B,starSE,D
Process B,sort_index_bams,D
Process B,RNA_SeqC,D
Process B,pass2,D
Process B,Process B,N/A
Process B,Annotation,N/A
Process B,mark_dups,D
Process B,samtools_flagstat,D
Process B,picard_rna_seq,D
Process B,sampleReads,D
Process B,cutadapt 2,D
Process B,trim_galore_pe,D
Process B,trimgalorePE,D
Process B,cutadapt,D
Process B,trimgaloreSE,D
Process B,fastp_trimming_SE,D
Process B,fastp_trimming_PE,D
Process B,merge_trimmed_PE,D
Process B,merge_trimmed_SE,D
Process B,DRIMSeq,D
Process B,edgeR,D
Process B,rsem_norm,D
Process B,feature_counts,D
Process B,salmon_quant_se,D
Process B,salmonSE,D
Process B,salmon_quant_pe,D
Process B,salmonPE,D
Process B,salmon_index_extended,D
Process B,counts_matrix,D
Process B,samlon_quant,D
Process B,featureCounts 2,D
Process B,salmon_quant,D
Process B,salmon_index,D
Process B,featureCounts,D
Process B,sortedbam_to_counts,D
Process B,tximeta,D
Process B,kallistoQuant,D
Process B,bigwig,D
Process B,fastqScreen,D
Process B,multiqc 2,D
Process B,fastqc 5,D
Process B,fastqc 4,D
Process B,multiqc 3,D
Process B,fastqc,D
Process B,run_multiqc,D
Process B,MultiQC,D
Process B,fastqctrimmed,D
Process B,fastqc_trimmed,D
Process B,trim_fasq_fastqc,D
Process B,fastqc 3,D
Process B,fastQCtrimmed 2,D
Process B,fastqc 2,D
Process B,fastqcrim,D
Process B,fastqc 6,D
Annotation,run_star_pe,D
Annotation,generate_genome_star_index,D
Annotation,run_star_se,D
Annotation,pass1,D
Annotation,star_genome,D
Annotation,tastq_to_bam_HISAT,D
Annotation,samtools_bam,D
Annotation,hisat2,D
Annotation,sort_bams,D
Annotation,compare_reference_stringtie,D
Annotation,map,D
Annotation,bamindex,D
Annotation,startPE,D
Annotation,expressbam,D
Annotation,sortedbam_to_rmdup,D
Annotation,sortbam,D
Annotation,fetch_unique_stringtie,D
Annotation,starindex,D
Annotation,starSE,D
Annotation,sort_index_bams,D
Annotation,RNA_SeqC,D
Annotation,pass2,D
Annotation,Process B,N/A
Annotation,Annotation,N/A
Annotation,mark_dups,D
Annotation,samtools_flagstat,D
Annotation,picard_rna_seq,D
Annotation,sampleReads,D
Annotation,cutadapt 2,D
Annotation,trim_galore_pe,D
Annotation,trimgalorePE,D
Annotation,cutadapt,D
Annotation,trimgaloreSE,D
Annotation,fastp_trimming_SE,D
Annotation,fastp_trimming_PE,D
Annotation,merge_trimmed_PE,D
Annotation,merge_trimmed_SE,D
Annotation,DRIMSeq,D
Annotation,edgeR,D
Annotation,rsem_norm,D
Annotation,feature_counts,D
Annotation,salmon_quant_se,D
Annotation,salmonSE,D
Annotation,salmon_quant_pe,D
Annotation,salmonPE,D
Annotation,salmon_index_extended,D
Annotation,counts_matrix,D
Annotation,samlon_quant,D
Annotation,featureCounts 2,D
Annotation,salmon_quant,D
Annotation,salmon_index,D
Annotation,featureCounts,D
Annotation,sortedbam_to_counts,D
Annotation,tximeta,D
Annotation,kallistoQuant,D
Annotation,bigwig,D
Annotation,fastqScreen,D
Annotation,multiqc 2,D
Annotation,fastqc 5,D
Annotation,fastqc 4,D
Annotation,multiqc 3,D
Annotation,fastqc,D
Annotation,run_multiqc,D
Annotation,MultiQC,D
Annotation,fastqctrimmed,D
Annotation,fastqc_trimmed,D
Annotation,trim_fasq_fastqc,D
Annotation,fastqc 3,D
Annotation,fastQCtrimmed 2,D
Annotation,fastqc 2,D
Annotation,fastqcrim,D
Annotation,fastqc 6,D
mark_dups,run_star_pe,D
mark_dups,generate_genome_star_index,D
mark_dups,run_star_se,D
mark_dups,pass1,D
mark_dups,star_genome,D
mark_dups,tastq_to_bam_HISAT,D
mark_dups,samtools_bam,D
mark_dups,hisat2,D
mark_dups,sort_bams,D
mark_dups,compare_reference_stringtie,D
mark_dups,map,D
mark_dups,bamindex,D
mark_dups,startPE,D
mark_dups,expressbam,D
mark_dups,sortedbam_to_rmdup,D
mark_dups,sortbam,D
mark_dups,fetch_unique_stringtie,D
mark_dups,starindex,D
mark_dups,starSE,D
mark_dups,sort_index_bams,D
mark_dups,RNA_SeqC,D
mark_dups,pass2,D
mark_dups,Process B,D
mark_dups,Annotation,D
mark_dups,samtools_flagstat,D
mark_dups,picard_rna_seq,D
mark_dups,sampleReads,D
mark_dups,cutadapt 2,D
mark_dups,trim_galore_pe,D
mark_dups,trimgalorePE,D
mark_dups,cutadapt,D
mark_dups,trimgaloreSE,D
mark_dups,fastp_trimming_SE,D
