Process A,Process B,Raw_rules_no_white_spaces_cosine
salmon_index_extended,kallistoQuant,0.0243754526827672
salmon_index_extended,salmon_index,0.6691773712283555
salmon_index_extended,trim_galore_pe,0.0373775108726135
salmon_index_extended,samlon_quant,0.1505470457710511
salmon_index_extended,sortedbam_to_counts,0.0366480823896789
salmon_index_extended,featureCounts 2,0.0533545557926182
salmon_index_extended,fastqc 4,0.0525285929211764
salmon_index_extended,multiqc 3,0.1103847476564028
salmon_index_extended,merge_trimmed_SE,0.0514965872688265
salmon_index_extended,trimgaloreSE,0.2248620046900808
salmon_index_extended,fastQCtrimmed 2,0.0047100082025393
salmon_index_extended,fastqcrim,0.0468805270943688
salmon_index_extended,sortedbam_to_rmdup,0.0593617054267948
salmon_index_extended,sort_index_bams,0.021619403481985
salmon_index_extended,fastqc 3,0.0675276642030287
salmon_index_extended,fastqc 2,0.0315705886550281
salmon_index_extended,rsem_norm,0.0474091950476262
salmon_index_extended,featureCounts,0.0200514659188176
salmon_index_extended,merge_trimmed_PE,0.0508295589195378
salmon_index_extended,trimgalorePE,0.233513547579355
salmon_index_extended,compare_reference_stringtie,0.1316847042023083
salmon_index_extended,hisat2,0.0405931191514641
salmon_index_extended,counts_matrix,0.0139463624672461
salmon_index_extended,sortbam,0.0275410800346275
salmon_index_extended,starSE,0.2654152001131042
salmon_index_extended,fetch_unique_stringtie,0.141757525421094
salmon_index_extended,bigwig,0.1580502883848236
salmon_index_extended,cutadapt 2,0.0359069366732195
salmon_index_extended,cutadapt,0.0194477104391398
salmon_index_extended,MultiQC,0.1403043884768486
salmon_index_extended,salmon_quant_pe,0.1900009642501735
salmon_index_extended,tximeta,0.2162831228094775
salmon_index_extended,salmon_quant,0.5213757460067532
salmon_index_extended,sort_bams,0.0153571094969758
salmon_index_extended,mark_dups,0.0293010980535006
salmon_index_extended,fastp_trimming_PE,0.0452523070969506
salmon_index_extended,salmonPE,0.3055718826648126
salmon_index_extended,samtools_bam,0.0247247287696469
salmon_index_extended,bamindex,0.1805566955667154
salmon_index_extended,generate_genome_star_index,0.0432433102003564
salmon_index_extended,run_star_pe,0.1022806599216281
salmon_index_extended,pass1,0.0391917217189523
salmon_index_extended,fastqc_trimmed,0.0293801069440073
salmon_index_extended,run_multiqc,0.1057655612088223
salmon_index_extended,sampleReads,0.0320752752040956
salmon_index_extended,pass2,0.0368337527677206
fastp_trimming_SE,starindex,0.0098787321071897
fastp_trimming_SE,DRIMSeq,0.0637418214532331
fastp_trimming_SE,samtools_flagstat,0.018037804541548
fastp_trimming_SE,salmon_quant_se,0.0921349148465474
fastp_trimming_SE,feature_counts,0.1046473235530929
fastp_trimming_SE,RNA_SeqC,0.0252607769340374
fastp_trimming_SE,fastqc 6,0.0395042989573494
fastp_trimming_SE,star_genome,0.0172155335067428
fastp_trimming_SE,edgeR,0.0631616155518194
fastp_trimming_SE,startPE,0.1142044025126078
fastp_trimming_SE,tastq_to_bam_HISAT,0.0897605907942066
fastp_trimming_SE,fastqc 5,0.0227179340905608
fastp_trimming_SE,multiqc 2,0.0342086943941358
fastp_trimming_SE,kallistoQuant,0.0345842864972575
fastp_trimming_SE,salmon_index,0.0476173332796822
fastp_trimming_SE,trim_galore_pe,0.0327827257374806
fastp_trimming_SE,samlon_quant,0.0258582587182099
fastp_trimming_SE,sortedbam_to_counts,0.084101409054355
fastp_trimming_SE,featureCounts 2,0.0306960855358239
fastp_trimming_SE,fastqc 4,0.0329404399939571
fastp_trimming_SE,multiqc 3,0.0586262333850726
fastp_trimming_SE,merge_trimmed_SE,0.3021479340373617
fastp_trimming_SE,trimgaloreSE,0.1045934439495131
fastp_trimming_SE,fastQCtrimmed 2,0.0503216393992643
fastp_trimming_SE,fastqcrim,0.028266701827685
fastp_trimming_SE,sortedbam_to_rmdup,0.1145769699322234
fastp_trimming_SE,sort_index_bams,0.1664485303273363
fastp_trimming_SE,fastqc 3,0.2933744536487446
fastp_trimming_SE,fastqc 2,0.0475108130959036
fastp_trimming_SE,rsem_norm,0.0189204909788234
fastp_trimming_SE,featureCounts,0.0476770343919722
fastp_trimming_SE,merge_trimmed_PE,0.3265855165020866
fastp_trimming_SE,trimgalorePE,0.093431957873349
fastp_trimming_SE,compare_reference_stringtie,0.0338506952537917
fastp_trimming_SE,hisat2,0.023358772887656
fastp_trimming_SE,counts_matrix,0.0164975911102774
fastp_trimming_SE,sortbam,0.0112808057525414
fastp_trimming_SE,starSE,0.1218807595236994
fastp_trimming_SE,fetch_unique_stringtie,0.036516041856272
fastp_trimming_SE,bigwig,0.0888792875385404
fastp_trimming_SE,cutadapt 2,0.026378827286201
fastp_trimming_SE,cutadapt,0.0603114413920935
fastp_trimming_SE,MultiQC,0.0737977069583399
fastp_trimming_SE,salmon_quant_pe,0.1132722623711793
fastp_trimming_SE,tximeta,0.1046233233923767
fastp_trimming_SE,salmon_quant,0.1060869346861223
fastp_trimming_SE,sort_bams,0.1795197079808925
fastp_trimming_SE,mark_dups,0.016841633443599
fastp_trimming_SE,fastp_trimming_PE,0.971163108735592
fastp_trimming_SE,salmonPE,0.1151782715763525
fastp_trimming_SE,samtools_bam,0.0188283659105367
fastp_trimming_SE,bamindex,0.0583278627334129
fastp_trimming_SE,generate_genome_star_index,0.0263222357764256
fastp_trimming_SE,run_star_pe,0.2697794106428689
fastp_trimming_SE,pass1,0.0191363250437347
fastp_trimming_SE,fastqc_trimmed,0.0477347718712199
fastp_trimming_SE,run_multiqc,0.0413392346923039
fastp_trimming_SE,sampleReads,0.0510175419068137
fastp_trimming_SE,pass2,0.0179849885289119
starindex,DRIMSeq,0.0196020679797437
starindex,samtools_flagstat,0.036226159879724
starindex,salmon_quant_se,0.0145141012997731
starindex,feature_counts,0.0209656432673339
starindex,RNA_SeqC,0.0215629720531774
starindex,fastqc 6,0.0093656886377387
starindex,star_genome,0.1608971440027985
starindex,edgeR,0.0197133981205604
starindex,startPE,0.0819442432840149
starindex,tastq_to_bam_HISAT,0.0270927089359778
starindex,fastqc 5,0.0307529121378151
starindex,multiqc 2,0.016833860966832
starindex,kallistoQuant,0.0127367926639472
starindex,salmon_index,0.0185073866974275
starindex,trim_galore_pe,0.0197598965042383
starindex,samlon_quant,0.0281439194388852
starindex,sortedbam_to_counts,0.0223834109763468
starindex,featureCounts 2,0.0235894440771637
starindex,fastqc 4,0.0193990723511427
starindex,multiqc 3,0.0114358777455545
starindex,merge_trimmed_SE,0.02047438652399
starindex,trimgaloreSE,0.0214961001486131
starindex,fastQCtrimmed 2,0.011230096253871
starindex,fastqcrim,0.0201663162535851
starindex,sortedbam_to_rmdup,0.044908320440154
starindex,sort_index_bams,0.0312512369513433
starindex,fastqc 3,0.0335810712194314
starindex,fastqc 2,0.0189369071160871
starindex,rsem_norm,0.0402466381253589
starindex,featureCounts,0.0249470293718561
starindex,merge_trimmed_PE,0.0140220070965292
starindex,trimgalorePE,0.0174346845302825
starindex,compare_reference_stringtie,0.019946782381942
starindex,hisat2,0.0122677842195632
starindex,counts_matrix,0.0088956883587531
starindex,sortbam,0.0306271615548617
starindex,starSE,0.1109591926049192
starindex,fetch_unique_stringtie,0.02208112196506
starindex,bigwig,0.0359068770633304
starindex,cutadapt 2,0.0068488485991853
starindex,cutadapt,0.0218932507939363
starindex,MultiQC,0.0131042736100656
starindex,salmon_quant_pe,0.0174530452583688
starindex,tximeta,0.0231830372758776
starindex,salmon_quant,0.0189724843084701
starindex,sort_bams,0.036616033436905
starindex,mark_dups,0.0231224903939801
starindex,fastp_trimming_PE,0.012723041133657
starindex,salmonPE,0.0213747260491878
starindex,samtools_bam,0.0378138809619518
starindex,bamindex,0.0428580371235732
starindex,generate_genome_star_index,0.1476197263139251
starindex,run_star_pe,0.0522842724583974
starindex,pass1,0.0576303555007162
starindex,fastqc_trimmed,0.0176229959580041
starindex,run_multiqc,0.0186414504037294
starindex,sampleReads,0.0205819723452845
starindex,pass2,0.0678562046638207
DRIMSeq,samtools_flagstat,0.021981340829731
DRIMSeq,salmon_quant_se,0.1392067412853657
DRIMSeq,feature_counts,0.0666426840599093
DRIMSeq,RNA_SeqC,0.0628310177144773
DRIMSeq,fastqc 6,0.042007844276228
DRIMSeq,star_genome,0.0495602451995147
DRIMSeq,edgeR,0.8768543917247946
DRIMSeq,startPE,0.3466835747362384
DRIMSeq,tastq_to_bam_HISAT,0.0851599088091046
DRIMSeq,fastqc 5,0.0151863802999684
DRIMSeq,multiqc 2,0.0225555382047838
DRIMSeq,kallistoQuant,0.0221886879343133
DRIMSeq,salmon_index,0.1596820912732196
DRIMSeq,trim_galore_pe,0.0507567589958246
DRIMSeq,samlon_quant,0.0475293875255852
DRIMSeq,sortedbam_to_counts,0.0537982265538754
DRIMSeq,featureCounts 2,0.0597051379272695
DRIMSeq,fastqc 4,0.0601073218717941
DRIMSeq,multiqc 3,0.080241121571957
DRIMSeq,merge_trimmed_SE,0.0538284714548328
DRIMSeq,trimgaloreSE,0.2947479707152148
DRIMSeq,fastQCtrimmed 2,0.033691902945283
DRIMSeq,fastqcrim,0.0499094641381369
DRIMSeq,sortedbam_to_rmdup,0.0904894424214433
DRIMSeq,sort_index_bams,0.0175996776837927
DRIMSeq,fastqc 3,0.0505547095847161
DRIMSeq,fastqc 2,0.0534170205921028
DRIMSeq,rsem_norm,0.0726944217196744
DRIMSeq,featureCounts,0.0236085220604816
DRIMSeq,merge_trimmed_PE,0.059298174727833
DRIMSeq,trimgalorePE,0.2895791761737072
DRIMSeq,compare_reference_stringtie,0.1157906190859702
DRIMSeq,hisat2,0.0379630353811152
DRIMSeq,counts_matrix,0.0139940657129799
DRIMSeq,sortbam,0.0166705757713883
DRIMSeq,starSE,0.3425052312551639
DRIMSeq,fetch_unique_stringtie,0.1240693292270714
DRIMSeq,bigwig,0.2117699964593797
DRIMSeq,cutadapt 2,0.0528666276736416
DRIMSeq,cutadapt,0.0211116108801839
DRIMSeq,MultiQC,0.2071760363337968
DRIMSeq,salmon_quant_pe,0.1338230012871446
DRIMSeq,tximeta,0.4765941587021012
DRIMSeq,salmon_quant,0.1696860196461759
DRIMSeq,sort_bams,0.0195301413178642
DRIMSeq,mark_dups,0.0371867662752764
DRIMSeq,fastp_trimming_PE,0.0652366146772137
DRIMSeq,salmonPE,0.3517448722578802
DRIMSeq,samtools_bam,0.0229447396102496
DRIMSeq,bamindex,0.2516306375413709
DRIMSeq,generate_genome_star_index,0.0486239703202674
DRIMSeq,run_star_pe,0.0946151022678269
DRIMSeq,pass1,0.0584621506442041
DRIMSeq,fastqc_trimmed,0.0497107543598579
DRIMSeq,run_multiqc,0.1027213859039946
DRIMSeq,sampleReads,0.0419972725646426
DRIMSeq,pass2,0.0451203482897541
samtools_flagstat,salmon_quant_se,0.0640756313787932
samtools_flagstat,feature_counts,0.0657303189871087
samtools_flagstat,RNA_SeqC,0.055397404512138
samtools_flagstat,fastqc 6,0.0787026511463074
samtools_flagstat,star_genome,0.0380400539779235
samtools_flagstat,edgeR,0.0194319324040959
samtools_flagstat,startPE,0.0897683442252812
samtools_flagstat,tastq_to_bam_HISAT,0.133493315508368
samtools_flagstat,fastqc 5,0.0660089514302309
samtools_flagstat,multiqc 2,0.3884150996713345
samtools_flagstat,kallistoQuant,0.1101013945486916
samtools_flagstat,salmon_index,0.0367015426726224
samtools_flagstat,trim_galore_pe,0.0191116156842064
samtools_flagstat,samlon_quant,0.1020433234206445
samtools_flagstat,sortedbam_to_counts,0.0815396686075954
samtools_flagstat,featureCounts 2,0.1196825218039745
samtools_flagstat,fastqc 4,0.0710928334411271
samtools_flagstat,multiqc 3,0.0240442465108944
samtools_flagstat,merge_trimmed_SE,0.0237285680610055
samtools_flagstat,trimgaloreSE,0.083571721112073
samtools_flagstat,fastQCtrimmed 2,0.0943698196677682
samtools_flagstat,fastqcrim,0.0233715333644928
samtools_flagstat,sortedbam_to_rmdup,0.2081358540029108
samtools_flagstat,sort_index_bams,0.2674654193559063
samtools_flagstat,fastqc 3,0.0630438240845284
samtools_flagstat,fastqc 2,0.1907228687493493
samtools_flagstat,rsem_norm,0.0669177101194655
samtools_flagstat,featureCounts,0.0976716457594514
samtools_flagstat,merge_trimmed_PE,0.0177162326606279
samtools_flagstat,trimgalorePE,0.0686925062836598
samtools_flagstat,compare_reference_stringtie,0.0205734694849989
samtools_flagstat,hisat2,0.1111239369490545
samtools_flagstat,counts_matrix,0.0604586660536726
samtools_flagstat,sortbam,0.2267066762345254
samtools_flagstat,starSE,0.1021886318533732
samtools_flagstat,fetch_unique_stringtie,0.0236354299012406
samtools_flagstat,bigwig,0.0953523517887459
samtools_flagstat,cutadapt 2,0.0620381811652531
samtools_flagstat,cutadapt,0.1234252174600031
samtools_flagstat,MultiQC,0.0351985987469931
samtools_flagstat,salmon_quant_pe,0.0733081473303364
samtools_flagstat,tximeta,0.0363442773767289
samtools_flagstat,salmon_quant,0.0554273305191563
samtools_flagstat,sort_bams,0.2538714667247149
samtools_flagstat,mark_dups,0.0582489845168317
samtools_flagstat,fastp_trimming_PE,0.0211214098656909
samtools_flagstat,salmonPE,0.0737123050084218
samtools_flagstat,samtools_bam,0.5266708860209712
samtools_flagstat,bamindex,0.3124960330409833
samtools_flagstat,generate_genome_star_index,0.0490391060481874
samtools_flagstat,run_star_pe,0.0416655456376712
samtools_flagstat,pass1,0.0528559883937144
samtools_flagstat,fastqc_trimmed,0.1676649056446238
samtools_flagstat,run_multiqc,0.0962889877967025
samtools_flagstat,sampleReads,0.0967607089727084
samtools_flagstat,pass2,0.0436501363070847
salmon_quant_se,feature_counts,0.0546339917732248
salmon_quant_se,RNA_SeqC,0.0657341491334488
salmon_quant_se,fastqc 6,0.0431028394105787
salmon_quant_se,star_genome,0.0810737471084646
salmon_quant_se,edgeR,0.1394971002460679
salmon_quant_se,startPE,0.271896611321506
salmon_quant_se,tastq_to_bam_HISAT,0.0963556173208607
salmon_quant_se,fastqc 5,0.0352375315877885
salmon_quant_se,multiqc 2,0.077496609924093
salmon_quant_se,kallistoQuant,0.0701812580242089
salmon_quant_se,salmon_index,0.2851248952806832
salmon_quant_se,trim_galore_pe,0.0434564179187393
salmon_quant_se,samlon_quant,0.2347840690001172
salmon_quant_se,sortedbam_to_counts,0.1148086014143152
salmon_quant_se,featureCounts 2,0.1061884849262263
salmon_quant_se,fastqc 4,0.040341440912249
salmon_quant_se,multiqc 3,0.1096073477656098
salmon_quant_se,merge_trimmed_SE,0.0917592451288847
salmon_quant_se,trimgaloreSE,0.2165616496739301
salmon_quant_se,fastQCtrimmed 2,0.0349971859047387
salmon_quant_se,fastqcrim,0.0368740138750782
salmon_quant_se,sortedbam_to_rmdup,0.0901289674383457
salmon_quant_se,sort_index_bams,0.0673691633127102
salmon_quant_se,fastqc 3,0.1048678829596318
salmon_quant_se,fastqc 2,0.0900144767713356
salmon_quant_se,rsem_norm,0.0943838237623258
salmon_quant_se,featureCounts,0.0428678684973447
salmon_quant_se,merge_trimmed_PE,0.096987830341271
salmon_quant_se,trimgalorePE,0.2119765633350202
salmon_quant_se,compare_reference_stringtie,0.1756210346434047
salmon_quant_se,hisat2,0.0883158619211374
salmon_quant_se,counts_matrix,0.0383453998266804
salmon_quant_se,sortbam,0.0751491467538913
salmon_quant_se,starSE,0.281356656747364
salmon_quant_se,fetch_unique_stringtie,0.1796794436783665
salmon_quant_se,bigwig,0.1780884138277526
salmon_quant_se,cutadapt 2,0.0505109371385669
salmon_quant_se,cutadapt,0.0628563215247463
salmon_quant_se,MultiQC,0.1299320191822912
salmon_quant_se,salmon_quant_pe,0.8861829650383095
salmon_quant_se,tximeta,0.2022886903563758
salmon_quant_se,salmon_quant,0.6171679617494996
salmon_quant_se,sort_bams,0.0508967998763419
salmon_quant_se,mark_dups,0.0314281541539478
salmon_quant_se,fastp_trimming_PE,0.0807244950952888
salmon_quant_se,salmonPE,0.3040780720282641
salmon_quant_se,samtools_bam,0.0668839398259192
salmon_quant_se,bamindex,0.1895528945811735
salmon_quant_se,generate_genome_star_index,0.1589309798657411
salmon_quant_se,run_star_pe,0.1833064511081021
salmon_quant_se,pass1,0.0487228373029929
salmon_quant_se,fastqc_trimmed,0.0772146829057262
salmon_quant_se,run_multiqc,0.088206252363601
salmon_quant_se,sampleReads,0.0849742153539978
salmon_quant_se,pass2,0.0457914290224322
feature_counts,RNA_SeqC,0.0981690741191121
feature_counts,fastqc 6,0.0058460036162048
feature_counts,star_genome,0.0620871575361198
feature_counts,edgeR,0.0630392319245033
feature_counts,startPE,0.0857659373629023
feature_counts,tastq_to_bam_HISAT,0.1041324368680237
feature_counts,fastqc 5,0.0183704078804288
feature_counts,multiqc 2,0.0100557921401815
feature_counts,kallistoQuant,0.0227846765350842
feature_counts,salmon_index,0.0479905554446734
feature_counts,trim_galore_pe,0.0625291244681918
feature_counts,samlon_quant,0.0321121426771646
feature_counts,sortedbam_to_counts,0.1267449677647271
feature_counts,featureCounts 2,0.0976127665275758
feature_counts,fastqc 4,0.0623549816959631
feature_counts,multiqc 3,0.0485484346831885
feature_counts,merge_trimmed_SE,0.1117769874806078
feature_counts,trimgaloreSE,0.0394811885236949
feature_counts,fastQCtrimmed 2,0.0070097550591122
feature_counts,fastqcrim,0.0526949761219726
feature_counts,sortedbam_to_rmdup,0.1786140989849532
feature_counts,sort_index_bams,0.3484255892668207
feature_counts,fastqc 3,0.0339475906228758
feature_counts,fastqc 2,0.0259523405396852
feature_counts,rsem_norm,0.1027945452698622
feature_counts,featureCounts,0.0503670421038887
feature_counts,merge_trimmed_PE,0.1507625430879836
feature_counts,trimgalorePE,0.051404752442745
feature_counts,compare_reference_stringtie,0.0442416417874728
feature_counts,hisat2,0.053526077435892
feature_counts,counts_matrix,0.0211617283939076
feature_counts,sortbam,0.1543059048867768
feature_counts,starSE,0.0757450538495331
feature_counts,fetch_unique_stringtie,0.038520915132405
feature_counts,bigwig,0.0755486179974089
feature_counts,cutadapt 2,0.0479945169601978
feature_counts,cutadapt,0.0146844193212049
feature_counts,MultiQC,0.0291093212630962
feature_counts,salmon_quant_pe,0.0513235993304675
feature_counts,tximeta,0.0552824346755052
feature_counts,salmon_quant,0.0622198192356208
feature_counts,sort_bams,0.3264651701913696
feature_counts,mark_dups,0.0937791906809241
feature_counts,fastp_trimming_PE,0.1257886304597811
feature_counts,salmonPE,0.0763623941939428
feature_counts,samtools_bam,0.0393244937787709
feature_counts,bamindex,0.0726641032826382
feature_counts,generate_genome_star_index,0.0539259827118688
feature_counts,run_star_pe,0.221936744899155
feature_counts,pass1,0.0904080580058019
feature_counts,fastqc_trimmed,0.0241516732182252
feature_counts,run_multiqc,0.1011189855841617
feature_counts,sampleReads,0.0438542368799508
feature_counts,pass2,0.0803323389820749
RNA_SeqC,fastqc 6,0.0053918620726152
RNA_SeqC,star_genome,0.1702554555977372
RNA_SeqC,edgeR,0.0575895820810255
RNA_SeqC,startPE,0.1065052934227658
RNA_SeqC,tastq_to_bam_HISAT,0.1289858971156865
RNA_SeqC,fastqc 5,0.0177045668494899
RNA_SeqC,multiqc 2,0.0096913168901431
RNA_SeqC,kallistoQuant,0.0306273915329512
RNA_SeqC,salmon_index,0.0335950087880523
RNA_SeqC,trim_galore_pe,0.2957531676241419
RNA_SeqC,samlon_quant,0.0246516329792719
RNA_SeqC,sortedbam_to_counts,0.0790084164641548
RNA_SeqC,featureCounts 2,0.1155999055013223
RNA_SeqC,fastqc 4,0.3333281275674778
RNA_SeqC,multiqc 3,0.0461862095872879
RNA_SeqC,merge_trimmed_SE,0.0309918833640948
RNA_SeqC,trimgaloreSE,0.02652432420131
RNA_SeqC,fastQCtrimmed 2,0.0064652085292561
RNA_SeqC,fastqcrim,0.2555222543370537
RNA_SeqC,sortedbam_to_rmdup,0.1665306797464293
RNA_SeqC,sort_index_bams,0.1267019376900246
RNA_SeqC,fastqc 3,0.0280010208160365
RNA_SeqC,fastqc 2,0.0184637093342094
RNA_SeqC,rsem_norm,0.3342425863660683
RNA_SeqC,featureCounts,0.0689303862804776
RNA_SeqC,merge_trimmed_PE,0.027806004117398
RNA_SeqC,trimgalorePE,0.0442341316837318
RNA_SeqC,compare_reference_stringtie,0.0951488007337405
RNA_SeqC,hisat2,0.0281590420151144
RNA_SeqC,counts_matrix,0.0444510688579084
RNA_SeqC,sortbam,0.1636481154606403
RNA_SeqC,starSE,0.1028026138455271
RNA_SeqC,fetch_unique_stringtie,0.0929666003289799
RNA_SeqC,bigwig,0.2126515924360271
RNA_SeqC,cutadapt 2,0.0449301199237102
RNA_SeqC,cutadapt,0.0126040265876892
RNA_SeqC,MultiQC,0.0153931438646716
RNA_SeqC,salmon_quant_pe,0.0619212510530315
RNA_SeqC,tximeta,0.0596130834150438
RNA_SeqC,salmon_quant,0.0518149847470585
RNA_SeqC,sort_bams,0.1358265655658005
RNA_SeqC,mark_dups,0.4288826642775585
RNA_SeqC,fastp_trimming_PE,0.0296885517516962
RNA_SeqC,salmonPE,0.0670172720834671
RNA_SeqC,samtools_bam,0.0578253634052872
RNA_SeqC,bamindex,0.1956540755723644
RNA_SeqC,generate_genome_star_index,0.0868810558939371
RNA_SeqC,run_star_pe,0.0619293870956093
RNA_SeqC,pass1,0.3672367484636334
RNA_SeqC,fastqc_trimmed,0.0171826303509783
RNA_SeqC,run_multiqc,0.0912363362138689
RNA_SeqC,sampleReads,0.0317840693330532
RNA_SeqC,pass2,0.3594533666804205
fastqc 6,star_genome,0.0075265414685826
fastqc 6,edgeR,0.0422464282472413
fastqc 6,startPE,0.0898190440475726
fastqc 6,tastq_to_bam_HISAT,0.0692084122458259
fastqc 6,fastqc 5,0.5514649700830879
fastqc 6,multiqc 2,0.2963682154137684
fastqc 6,kallistoQuant,0.0866629405550534
fastqc 6,salmon_index,0.0174565220579254
fastqc 6,trim_galore_pe,0.0049409996106869
fastqc 6,samlon_quant,0.0439575431595866
fastqc 6,sortedbam_to_counts,0.069117409434299
fastqc 6,featureCounts 2,0.0644938084661913
fastqc 6,fastqc 4,0.3786811493140732
fastqc 6,multiqc 3,0.0214233360198434
fastqc 6,merge_trimmed_SE,0.0159950979858218
fastqc 6,trimgaloreSE,0.0956924312807337
fastqc 6,fastQCtrimmed 2,0.7110061965175679
fastqc 6,fastqcrim,0.2865068534377997
fastqc 6,sortedbam_to_rmdup,0.089982130095795
fastqc 6,sort_index_bams,0.0083151677842369
fastqc 6,fastqc 3,0.1405692715885675
fastqc 6,fastqc 2,0.5700606544586597
fastqc 6,rsem_norm,0.0047669067954082
fastqc 6,featureCounts,0.041381817368342
fastqc 6,merge_trimmed_PE,0.0168748712739832
fastqc 6,trimgalorePE,0.0799363713203338
fastqc 6,compare_reference_stringtie,0.0145026087040631
fastqc 6,hisat2,0.0871539854167112
fastqc 6,counts_matrix,0.0532674377021412
fastqc 6,sortbam,0.0573196429640329
fastqc 6,starSE,0.0989608820414711
fastqc 6,fetch_unique_stringtie,0.0167218278434177
fastqc 6,bigwig,0.0817663053116325
fastqc 6,cutadapt 2,0.1635179481433416
fastqc 6,cutadapt,0.0848243188898742
fastqc 6,MultiQC,0.0540222788407092
fastqc 6,salmon_quant_pe,0.0509795763980045
fastqc 6,tximeta,0.0425763201251421
fastqc 6,salmon_quant,0.0504273258737396
fastqc 6,sort_bams,0.0109710790694519
fastqc 6,mark_dups,0.0074115493980485
fastqc 6,fastp_trimming_PE,0.0372636494521712
fastqc 6,salmonPE,0.0819663249458949
fastqc 6,samtools_bam,0.0509565293081636
fastqc 6,bamindex,0.1052182054256906
fastqc 6,generate_genome_star_index,0.0061834873801978
fastqc 6,run_star_pe,0.0254022203835408
fastqc 6,pass1,0.0048039150418143
fastqc 6,fastqc_trimmed,0.2643156383866701
fastqc 6,run_multiqc,0.0653481127253226
fastqc 6,sampleReads,0.2478695643269288
fastqc 6,pass2,0.0045148876141809
star_genome,edgeR,0.042066542720697
star_genome,startPE,0.1129059655929484
star_genome,tastq_to_bam_HISAT,0.0588386130428973
star_genome,fastqc 5,0.0243051830491729
star_genome,multiqc 2,0.0179678407344196
star_genome,kallistoQuant,0.0409043334660165
star_genome,salmon_index,0.0378478091996187
star_genome,trim_galore_pe,0.102070403372451
star_genome,samlon_quant,0.0412353180698375
star_genome,sortedbam_to_counts,0.0771330828340899
star_genome,featureCounts 2,0.0996493893004917
star_genome,fastqc 4,0.1072583112407673
star_genome,multiqc 3,0.0295557208014089
star_genome,merge_trimmed_SE,0.022101602441714
star_genome,trimgaloreSE,0.0300009970426865
star_genome,fastQCtrimmed 2,0.0090248339892861
star_genome,fastqcrim,0.0950703385750753
star_genome,sortedbam_to_rmdup,0.0668207133490983
star_genome,sort_index_bams,0.0412003714116018
star_genome,fastqc 3,0.0352229308135857
star_genome,fastqc 2,0.0313226590887422
star_genome,rsem_norm,0.2140274378744681
star_genome,featureCounts,0.1527267079600208
star_genome,merge_trimmed_PE,0.021984998247373
star_genome,trimgalorePE,0.0468273367850517
star_genome,compare_reference_stringtie,0.106614875216744
star_genome,hisat2,0.0389634070259945
star_genome,counts_matrix,0.0077095284698367
star_genome,sortbam,0.0321607060368994
star_genome,starSE,0.1184263307305892
star_genome,fetch_unique_stringtie,0.106523770222463
star_genome,bigwig,0.0453599129156439
star_genome,cutadapt 2,0.0500675857073986
star_genome,cutadapt,0.0284532674641148
star_genome,MultiQC,0.0164437054878161
star_genome,salmon_quant_pe,0.0807981993422182
star_genome,tximeta,0.0478906487503282
star_genome,salmon_quant,0.0517075906866672
star_genome,sort_bams,0.0467289374170153
star_genome,mark_dups,0.083823628406278
star_genome,fastp_trimming_PE,0.0228017806834033
star_genome,salmonPE,0.0686688843117747
star_genome,samtools_bam,0.0397072744581058
star_genome,bamindex,0.0334979576266069
star_genome,generate_genome_star_index,0.3345384615299066
star_genome,run_star_pe,0.122385633540969
star_genome,pass1,0.2318919384670459
star_genome,fastqc_trimmed,0.0291493796284144
star_genome,run_multiqc,0.0463200371280338
star_genome,sampleReads,0.0336473943313036
star_genome,pass2,0.2603964711323122
edgeR,startPE,0.3276022025410392
edgeR,tastq_to_bam_HISAT,0.0794631182343539
edgeR,fastqc 5,0.0152726314985175
edgeR,multiqc 2,0.021304213198696
edgeR,kallistoQuant,0.0190614194172122
edgeR,salmon_index,0.1593378094681381
edgeR,trim_galore_pe,0.0449725266375026
edgeR,samlon_quant,0.0462697490134706
edgeR,sortedbam_to_counts,0.0526191953443658
edgeR,featureCounts 2,0.055399424507076
edgeR,fastqc 4,0.0537496860424432
edgeR,multiqc 3,0.0827413572185224
edgeR,merge_trimmed_SE,0.0558237117744863
edgeR,trimgaloreSE,0.2961370265701522
edgeR,fastQCtrimmed 2,0.0338832564444729
edgeR,fastqcrim,0.0459037066315716
edgeR,sortedbam_to_rmdup,0.0853341545717503
edgeR,sort_index_bams,0.0176996352289298
edgeR,fastqc 3,0.0528302772123914
edgeR,fastqc 2,0.0523514740465328
edgeR,rsem_norm,0.065556242530277
edgeR,featureCounts,0.0214330154178296
edgeR,merge_trimmed_PE,0.059958672141248
edgeR,trimgalorePE,0.2853031661630771
edgeR,compare_reference_stringtie,0.117010084058331
edgeR,hisat2,0.0320154577138336
edgeR,counts_matrix,0.0140735451489269
edgeR,sortbam,0.0145043285076649
edgeR,starSE,0.323918798845749
edgeR,fetch_unique_stringtie,0.1252058512442047
edgeR,bigwig,0.2136750840093208
edgeR,cutadapt 2,0.0430256439047581
edgeR,cutadapt,0.0179991507622033
edgeR,MultiQC,0.2101531928171245
edgeR,salmon_quant_pe,0.1330555439561398
edgeR,tximeta,0.5220836103063765
edgeR,salmon_quant,0.167235915185522
edgeR,sort_bams,0.0196410629504866
edgeR,mark_dups,0.0341097357326803
edgeR,fastp_trimming_PE,0.0639102553298937
edgeR,salmonPE,0.3323340921413259
