Pair,Similarity
"multiqc 2,salmon_quant_se",0.0
"multiqc 2,feature_counts",0.0
"multiqc 2,cutadapt 2",0.0
"multiqc 2,DRIMSeq",0.5
"multiqc 2,bigwig",0.0
"multiqc 2,fastqctrimmed",0.0
"multiqc 2,fastQCtrimmed 2",0.5
"multiqc 2,run_multiqc",1.0
"multiqc 2,starSE",0.0
"multiqc 2,trim_fasq_fastqc",0.0
"multiqc 2,fastqc 6",0.5
"multiqc 2,salmon_index",0.0
"trimgalorePE,samtools_flagstat",0.0
"trimgalorePE,featureCounts",0.0
"trimgalorePE,counts_matrix",0.0
"trimgalorePE,trimgaloreSE",1.0
"trimgalorePE,multiqc 3",0.0
"trimgalorePE,salmon_quant_pe",0.0
"trimgalorePE,sort_bams",0.0
"trimgalorePE,edgeR",0.0
"trimgalorePE,fastqc",0.0
"trimgalorePE,sampleReads",1.0
"trimgalorePE,salmon_quant_se",0.0
"trimgalorePE,feature_counts",0.0
"trimgalorePE,cutadapt 2",0.0
"trimgalorePE,DRIMSeq",0.0
"trimgalorePE,bigwig",0.0
"trimgalorePE,fastqctrimmed",0.0
"trimgalorePE,fastQCtrimmed 2",0.0
"trimgalorePE,run_multiqc",0.0
"trimgalorePE,starSE",0.0
"trimgalorePE,trim_fasq_fastqc",0.5
"trimgalorePE,fastqc 6",0.0
"trimgalorePE,salmon_index",0.0
"samtools_flagstat,featureCounts",0.25
"samtools_flagstat,counts_matrix",0.0
"samtools_flagstat,trimgaloreSE",0.0
"samtools_flagstat,multiqc 3",0.0
"samtools_flagstat,salmon_quant_pe",0.0
"samtools_flagstat,sort_bams",0.0
"samtools_flagstat,edgeR",0.0
"samtools_flagstat,fastqc",0.0
"samtools_flagstat,sampleReads",0.0
"samtools_flagstat,salmon_quant_se",0.0
"samtools_flagstat,feature_counts",0.0
"samtools_flagstat,cutadapt 2",0.0
"samtools_flagstat,DRIMSeq",0.0
"samtools_flagstat,bigwig",0.0
"samtools_flagstat,fastqctrimmed",0.0
"samtools_flagstat,fastQCtrimmed 2",0.0
"samtools_flagstat,run_multiqc",0.0
"samtools_flagstat,starSE",0.0
"samtools_flagstat,trim_fasq_fastqc",0.0
"samtools_flagstat,fastqc 6",0.0
"samtools_flagstat,salmon_index",0.0
"featureCounts,counts_matrix",0.0
"featureCounts,trimgaloreSE",0.0
"featureCounts,multiqc 3",0.0
"featureCounts,salmon_quant_pe",0.0
"featureCounts,sort_bams",0.0
"featureCounts,edgeR",0.0
"featureCounts,fastqc",0.0
"featureCounts,sampleReads",0.0
"featureCounts,salmon_quant_se",0.0
"featureCounts,feature_counts",0.0
"featureCounts,cutadapt 2",0.0
"featureCounts,DRIMSeq",0.0
"featureCounts,bigwig",0.0
"featureCounts,fastqctrimmed",0.0
"featureCounts,fastQCtrimmed 2",0.0
"featureCounts,run_multiqc",0.0
"featureCounts,starSE",0.0
"featureCounts,trim_fasq_fastqc",0.0
"featureCounts,fastqc 6",0.0
"featureCounts,salmon_index",0.0
"counts_matrix,trimgaloreSE",0.0
"counts_matrix,multiqc 3",0.0
"counts_matrix,salmon_quant_pe",0.0
"counts_matrix,sort_bams",0.0
"counts_matrix,edgeR",0.0
"counts_matrix,fastqc",0.0
"counts_matrix,sampleReads",0.0
"counts_matrix,salmon_quant_se",0.0
"counts_matrix,feature_counts",1.0
"counts_matrix,cutadapt 2",1.0
"counts_matrix,DRIMSeq",0.0
"counts_matrix,bigwig",0.0
"counts_matrix,fastqctrimmed",0.0
"counts_matrix,fastQCtrimmed 2",0.0
"counts_matrix,run_multiqc",0.0
"counts_matrix,starSE",0.0
"counts_matrix,trim_fasq_fastqc",0.0
"counts_matrix,fastqc 6",0.0
"counts_matrix,salmon_index",0.0
"trimgaloreSE,multiqc 3",0.0
"trimgaloreSE,salmon_quant_pe",0.0
"trimgaloreSE,sort_bams",0.0
"trimgaloreSE,edgeR",0.0
"trimgaloreSE,fastqc",0.0
"trimgaloreSE,sampleReads",1.0
"trimgaloreSE,salmon_quant_se",0.0
"trimgaloreSE,feature_counts",0.0
"trimgaloreSE,cutadapt 2",0.0
"trimgaloreSE,DRIMSeq",0.0
"trimgaloreSE,bigwig",0.0
"trimgaloreSE,fastqctrimmed",0.0
"trimgaloreSE,fastQCtrimmed 2",0.0
"trimgaloreSE,run_multiqc",0.0
"trimgaloreSE,starSE",0.0
"trimgaloreSE,trim_fasq_fastqc",0.5
"trimgaloreSE,fastqc 6",0.0
"trimgaloreSE,salmon_index",0.0
"multiqc 3,salmon_quant_pe",0.0
"multiqc 3,sort_bams",0.0
"multiqc 3,edgeR",0.5
"multiqc 3,fastqc",0.0
"multiqc 3,sampleReads",0.0
"multiqc 3,salmon_quant_se",0.0
"multiqc 3,feature_counts",0.0
"multiqc 3,cutadapt 2",0.0
"multiqc 3,DRIMSeq",0.5
"multiqc 3,bigwig",0.0
"multiqc 3,fastqctrimmed",0.0
"multiqc 3,fastQCtrimmed 2",0.5
"multiqc 3,run_multiqc",1.0
"multiqc 3,starSE",0.0
"multiqc 3,trim_fasq_fastqc",0.0
"multiqc 3,fastqc 6",0.5
"multiqc 3,salmon_index",0.0
"salmon_quant_pe,sort_bams",0.0
"salmon_quant_pe,edgeR",0.0
"salmon_quant_pe,fastqc",0.0
"salmon_quant_pe,sampleReads",0.0
"salmon_quant_pe,salmon_quant_se",1.0
"salmon_quant_pe,feature_counts",0.0
"salmon_quant_pe,cutadapt 2",0.0
"salmon_quant_pe,DRIMSeq",0.0
"salmon_quant_pe,bigwig",0.0
"salmon_quant_pe,fastqctrimmed",0.0
"salmon_quant_pe,fastQCtrimmed 2",0.0
"salmon_quant_pe,run_multiqc",0.0
"salmon_quant_pe,starSE",0.0
"salmon_quant_pe,trim_fasq_fastqc",0.0
"salmon_quant_pe,fastqc 6",0.0
"salmon_quant_pe,salmon_index",0.0
"sort_bams,edgeR",0.0
"sort_bams,fastqc",0.0
"sort_bams,sampleReads",0.0
"sort_bams,salmon_quant_se",0.0
"sort_bams,feature_counts",0.0
"sort_bams,cutadapt 2",0.0
"sort_bams,DRIMSeq",0.0
"sort_bams,bigwig",0.0
"sort_bams,fastqctrimmed",0.0
"sort_bams,fastQCtrimmed 2",0.0
"sort_bams,run_multiqc",0.0
"sort_bams,starSE",1.0
"sort_bams,trim_fasq_fastqc",0.0
"sort_bams,fastqc 6",0.0
"sort_bams,salmon_index",0.0
"edgeR,fastqc",0.0
"edgeR,sampleReads",0.0
"edgeR,salmon_quant_se",0.0
"edgeR,feature_counts",0.0
"edgeR,cutadapt 2",0.0
"edgeR,DRIMSeq",1.0
"edgeR,bigwig",0.0
"edgeR,fastqctrimmed",0.0
"edgeR,fastQCtrimmed 2",0.3333333333333333
"edgeR,run_multiqc",0.5
"edgeR,starSE",0.0
"edgeR,trim_fasq_fastqc",0.0
"edgeR,fastqc 6",0.3333333333333333
"edgeR,salmon_index",0.0
"fastqc,sampleReads",0.0
"fastqc,salmon_quant_se",0.0
"fastqc,feature_counts",0.0
"fastqc,cutadapt 2",0.0
"fastqc,DRIMSeq",0.0
"fastqc,bigwig",0.0
"fastqc,fastqctrimmed",1.0
"fastqc,fastQCtrimmed 2",0.5
"fastqc,run_multiqc",0.0
"fastqc,starSE",0.0
"fastqc,trim_fasq_fastqc",0.5
"fastqc,fastqc 6",0.5
"fastqc,salmon_index",0.0
"sampleReads,salmon_quant_se",0.0
"sampleReads,feature_counts",0.0
"sampleReads,cutadapt 2",0.0
"sampleReads,DRIMSeq",0.0
"sampleReads,bigwig",0.0
"sampleReads,fastqctrimmed",0.0
"sampleReads,fastQCtrimmed 2",0.0
"sampleReads,run_multiqc",0.0
"sampleReads,starSE",0.0
"sampleReads,trim_fasq_fastqc",0.5
"sampleReads,fastqc 6",0.0
"sampleReads,salmon_index",0.0
"salmon_quant_se,feature_counts",0.0
"salmon_quant_se,cutadapt 2",0.0
"salmon_quant_se,DRIMSeq",0.0
"salmon_quant_se,bigwig",0.0
"salmon_quant_se,fastqctrimmed",0.0
"salmon_quant_se,fastQCtrimmed 2",0.0
"salmon_quant_se,run_multiqc",0.0
"salmon_quant_se,starSE",0.0
"salmon_quant_se,trim_fasq_fastqc",0.0
"salmon_quant_se,fastqc 6",0.0
"salmon_quant_se,salmon_index",0.0
"feature_counts,cutadapt 2",1.0
"feature_counts,DRIMSeq",0.0
"feature_counts,bigwig",0.0
"feature_counts,fastqctrimmed",0.0
"feature_counts,fastQCtrimmed 2",0.0
"feature_counts,run_multiqc",0.0
"feature_counts,starSE",0.0
"feature_counts,trim_fasq_fastqc",0.0
"feature_counts,fastqc 6",0.0
"feature_counts,salmon_index",0.0
"cutadapt 2,DRIMSeq",0.0
"cutadapt 2,bigwig",0.0
"cutadapt 2,fastqctrimmed",0.0
"cutadapt 2,fastQCtrimmed 2",0.0
"cutadapt 2,run_multiqc",0.0
"cutadapt 2,starSE",0.0
"cutadapt 2,trim_fasq_fastqc",0.0
"cutadapt 2,fastqc 6",0.0
"cutadapt 2,salmon_index",0.0
"DRIMSeq,bigwig",0.0
"DRIMSeq,fastqctrimmed",0.0
"DRIMSeq,fastQCtrimmed 2",0.3333333333333333
"DRIMSeq,run_multiqc",0.5
"DRIMSeq,starSE",0.0
"DRIMSeq,trim_fasq_fastqc",0.0
"DRIMSeq,fastqc 6",0.3333333333333333
"DRIMSeq,salmon_index",0.0
"bigwig,fastqctrimmed",0.0
"bigwig,fastQCtrimmed 2",0.0
"bigwig,run_multiqc",0.0
"bigwig,starSE",0.0
"bigwig,trim_fasq_fastqc",0.0
"bigwig,fastqc 6",0.0
"bigwig,salmon_index",0.0
"fastqctrimmed,fastQCtrimmed 2",0.5
"fastqctrimmed,run_multiqc",0.0
"fastqctrimmed,starSE",0.0
"fastqctrimmed,trim_fasq_fastqc",0.5
"fastqctrimmed,fastqc 6",0.5
"fastqctrimmed,salmon_index",0.0
"fastQCtrimmed 2,run_multiqc",0.5
"fastQCtrimmed 2,starSE",0.0
"fastQCtrimmed 2,trim_fasq_fastqc",0.3333333333333333
"fastQCtrimmed 2,fastqc 6",1.0
"fastQCtrimmed 2,salmon_index",0.0
"run_multiqc,starSE",0.0
"run_multiqc,trim_fasq_fastqc",0.0
"run_multiqc,fastqc 6",0.5
"run_multiqc,salmon_index",0.0
"starSE,trim_fasq_fastqc",0.0
"starSE,fastqc 6",0.0
"starSE,salmon_index",0.0
"trim_fasq_fastqc,fastqc 6",0.3333333333333333
"trim_fasq_fastqc,salmon_index",0.0
"fastqc 6,salmon_index",0.0
